"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"94",1,2,NA,NA,NA,NA,NA,NA,NA,NA
"95",1,2,3,4,5,6,NA,NA,NA,NA
"96",1,2,3,4,5,6,NA,NA,NA,NA
"97",1,2,3,4,5,6,NA,NA,NA,NA
"98",1,2,3,4,5,6,NA,NA,NA,NA
"99",1,2,NA,NA,NA,NA,NA,NA,NA,NA
"100",1,NA,3,NA,5,NA,NA,NA,NA,NA
"101",NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"102",NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"103",NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"104",NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"105",NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"106",NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"107",NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"108",NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"109",1,2,3,4,5,NA,NA,NA,NA,NA
"110",1,2,3,4,5,NA,NA,NA,NA,NA
"111",1,2,3,4,5,NA,NA,NA,NA,NA
"112",1,2,3,4,5,NA,NA,NA,NA,NA
"113",1,2,3,4,5,NA,NA,NA,NA,NA
"114",1,2,3,4,5,NA,NA,NA,NA,NA
"115",1,2,3,4,5,NA,NA,NA,NA,NA
"116",1,2,3,4,5,NA,NA,NA,NA,NA
"117",1,2,3,4,5,NA,NA,NA,NA,NA
"118",1,2,3,4,5,NA,NA,NA,NA,NA
"119",1,2,3,4,5,NA,NA,NA,NA,NA
"120",1,2,3,4,5,NA,NA,NA,NA,NA
"121",1,2,3,4,5,NA,NA,NA,NA,NA
"122",1,2,3,4,5,NA,NA,NA,NA,NA
"123",1,2,3,4,5,NA,NA,NA,NA,NA
"124",1,2,3,4,5,NA,NA,NA,NA,NA
"125",1,2,3,4,5,NA,NA,NA,NA,NA
"126",1,2,3,4,5,NA,NA,NA,NA,NA
"127",1,2,3,4,5,NA,NA,NA,NA,NA
"128",1,2,3,4,5,NA,NA,NA,NA,NA
"129",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",1,2,3,NA,NA,6,7,NA,NA,NA
"134",1,2,3,NA,NA,6,7,NA,NA,NA
"135",1,2,3,NA,NA,6,7,NA,NA,NA
"136",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",1,NA,3,NA,NA,6,NA,NA,NA,NA
"138",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",1,2,3,NA,NA,6,7,NA,NA,NA
"141",1,2,3,NA,NA,6,7,NA,NA,NA
"142",1,2,3,NA,NA,6,7,NA,NA,NA
"143",1,2,NA,NA,NA,NA,7,NA,NA,NA
"144",1,2,3,NA,NA,6,7,NA,NA,NA
"145",1,2,3,NA,NA,6,7,NA,NA,NA
"146",1,2,3,NA,NA,6,7,NA,NA,NA
"147",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",1,NA,NA,NA,NA,NA,7,NA,NA,NA
"149",NA,NA,NA,NA,NA,6,7,8,9,NA
"150",NA,NA,NA,NA,NA,6,7,8,9,NA
"151",NA,NA,NA,NA,NA,6,7,8,9,NA
"152",NA,NA,NA,NA,NA,6,7,8,9,NA
"153",NA,NA,NA,NA,NA,6,7,8,9,NA
"154",NA,NA,NA,NA,NA,6,7,8,9,NA
"155",NA,NA,NA,NA,NA,6,7,8,9,NA
"156",NA,NA,NA,NA,NA,6,7,8,9,NA
"157",NA,NA,NA,NA,NA,6,7,8,9,NA
"158",NA,NA,NA,NA,NA,6,7,8,9,NA
"159",NA,NA,NA,NA,NA,6,7,8,9,NA
"160",NA,NA,NA,NA,NA,6,7,8,9,NA
"161",NA,NA,NA,NA,NA,6,7,8,9,NA
"162",NA,NA,NA,NA,NA,6,7,8,9,NA
"163",NA,NA,NA,NA,NA,6,7,8,9,NA
"164",NA,NA,NA,NA,NA,6,7,8,9,NA
"165",NA,NA,NA,NA,NA,6,7,8,9,NA
"166",NA,NA,NA,NA,NA,6,NA,NA,NA,NA
"167",NA,NA,3,4,NA,6,7,8,9,10
"168",NA,NA,3,4,NA,6,7,8,9,10
"169",NA,NA,3,4,NA,6,7,8,9,10
"170",NA,NA,3,4,NA,6,7,8,9,10
"171",NA,NA,3,4,NA,6,NA,8,9,10
"172",NA,NA,3,4,NA,NA,NA,NA,NA,10
"173",NA,NA,3,4,NA,6,NA,NA,NA,10
"174",NA,NA,3,4,NA,NA,NA,NA,NA,NA
"175",NA,NA,3,4,NA,6,7,8,9,10
"176",NA,NA,3,4,NA,6,7,8,9,10
"177",NA,NA,3,4,NA,6,NA,NA,NA,NA
"178",NA,NA,3,4,NA,6,7,8,9,10
"179",NA,NA,3,4,NA,6,7,8,9,10
"180",NA,NA,3,4,NA,6,7,8,NA,NA
"181",NA,NA,3,4,NA,6,NA,8,NA,10
"182",NA,NA,3,4,NA,6,7,8,NA,10
"183",NA,NA,3,4,NA,6,7,8,9,10
"184",NA,NA,3,4,NA,6,7,8,9,10
"185",1,2,3,4,NA,6,NA,NA,NA,NA
"186",1,2,3,4,NA,6,NA,NA,NA,NA
"187",1,2,3,4,NA,6,NA,NA,NA,NA
"188",1,2,3,4,NA,6,NA,NA,NA,NA
"189",1,2,3,4,NA,6,NA,NA,NA,NA
"190",1,2,3,4,NA,6,NA,NA,NA,NA
"191",1,2,3,4,NA,6,NA,NA,NA,NA
"192",1,2,3,4,NA,6,NA,NA,NA,NA
"193",1,2,3,4,NA,6,NA,NA,NA,NA
"194",1,2,3,4,NA,6,NA,NA,NA,NA
"195",1,2,3,4,NA,6,NA,NA,NA,NA
"196",1,2,3,4,NA,6,NA,NA,NA,NA
"197",1,2,3,4,NA,6,NA,NA,NA,NA
"198",1,2,3,4,NA,6,NA,NA,NA,NA
"199",1,2,3,4,NA,6,NA,NA,NA,NA
"200",1,2,3,4,NA,6,NA,NA,NA,NA
"201",1,2,3,4,NA,6,NA,NA,NA,NA
"202",1,2,3,4,NA,6,NA,NA,NA,NA
"203",1,2,3,4,NA,6,NA,NA,NA,NA
"204",1,2,3,4,NA,6,NA,NA,NA,NA
"205",NA,2,3,4,5,6,7,8,NA,NA
"206",NA,2,3,4,5,6,7,8,NA,NA
"207",NA,2,3,4,5,6,7,8,NA,NA
"208",NA,2,3,4,5,6,7,8,NA,NA
"209",NA,2,3,4,5,6,7,8,NA,NA
"210",NA,2,3,4,5,6,7,8,NA,NA
"211",NA,2,3,4,5,6,7,8,NA,NA
"212",NA,2,3,4,5,6,7,8,NA,NA
"213",NA,2,3,4,5,6,7,8,NA,NA
"214",NA,2,3,4,5,6,7,8,NA,NA
"215",NA,NA,3,4,5,6,7,8,NA,NA
"216",NA,2,3,4,5,6,7,8,NA,NA
"217",NA,2,3,4,5,6,7,8,NA,NA
"218",NA,NA,NA,NA,NA,NA,NA,8,9,10
"219",NA,NA,NA,NA,NA,NA,NA,8,9,10
"220",NA,NA,NA,NA,NA,NA,NA,8,9,10
"221",NA,NA,NA,NA,NA,NA,NA,8,NA,10
"222",NA,NA,NA,NA,NA,NA,NA,8,NA,10
"223",NA,NA,NA,NA,NA,NA,NA,8,NA,10
"224",NA,NA,NA,NA,NA,NA,NA,8,9,10
"225",NA,NA,NA,NA,NA,NA,NA,8,9,10
"226",NA,NA,NA,NA,NA,NA,NA,8,9,10
"227",NA,NA,NA,NA,NA,NA,NA,8,9,10
"228",NA,NA,NA,NA,NA,NA,NA,8,9,10
"229",NA,NA,NA,NA,NA,NA,NA,8,9,10
"230",NA,NA,NA,NA,NA,NA,NA,8,NA,10
"231",NA,NA,NA,NA,NA,NA,NA,8,9,10
"232",NA,NA,NA,NA,NA,NA,NA,8,9,10
"233",NA,NA,NA,NA,NA,NA,NA,8,NA,10
"234",NA,NA,NA,NA,NA,NA,NA,8,NA,NA
"235",NA,NA,NA,NA,NA,NA,NA,8,9,10
"236",NA,NA,NA,NA,NA,NA,NA,8,9,10
"237",NA,NA,NA,NA,NA,NA,NA,8,9,10
"238",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"239",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"241",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"242",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"243",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"244",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"245",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"246",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"247",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"248",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"249",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"251",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"252",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"253",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"254",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"255",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"256",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"257",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"258",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"259",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"260",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"261",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"262",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"263",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"264",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"265",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"266",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"267",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"268",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"269",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"270",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"271",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"272",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"273",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"274",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"275",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"276",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"277",NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"278",NA,NA,NA,NA,NA,NA,NA,8,9,10
"279",NA,NA,NA,NA,NA,NA,NA,8,9,10
"280",NA,NA,NA,NA,NA,NA,NA,8,9,10
"281",NA,NA,NA,NA,NA,NA,NA,8,9,NA
"282",NA,NA,NA,NA,NA,NA,NA,8,9,NA
"283",NA,NA,NA,NA,NA,NA,NA,8,9,10
"284",NA,NA,NA,NA,NA,NA,NA,8,9,10
"285",NA,NA,NA,NA,NA,NA,NA,8,9,10
"286",NA,NA,NA,NA,NA,NA,NA,8,9,10
"287",NA,NA,NA,NA,NA,NA,NA,8,9,10
"288",NA,NA,NA,NA,NA,NA,NA,8,9,10
"289",NA,NA,NA,NA,NA,NA,NA,8,9,10
"290",NA,NA,NA,NA,NA,NA,NA,8,NA,10
"291",NA,NA,NA,NA,NA,NA,NA,8,9,10
"292",NA,NA,NA,NA,NA,NA,NA,8,9,10
"293",NA,NA,NA,NA,NA,NA,NA,8,9,10
"294",NA,NA,NA,NA,NA,NA,NA,8,9,NA
"295",NA,NA,NA,NA,NA,NA,NA,8,9,10
"296",NA,NA,NA,NA,NA,NA,NA,8,9,10
"297",NA,NA,NA,NA,NA,NA,NA,8,9,10
"298",NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"299",NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"300",NA,NA,3,4,NA,NA,NA,NA,NA,NA
"301",NA,NA,3,4,NA,NA,7,8,NA,NA
"302",NA,NA,3,NA,NA,NA,NA,8,NA,NA
"303",NA,NA,3,NA,NA,NA,7,8,NA,NA
"304",NA,NA,3,4,NA,NA,NA,8,NA,NA
"305",NA,NA,3,4,NA,NA,NA,8,NA,NA
"306",NA,NA,3,4,NA,NA,7,8,NA,NA
"307",NA,NA,3,4,NA,NA,7,8,NA,NA
"308",NA,NA,3,4,NA,NA,7,8,NA,NA
"309",NA,NA,3,4,NA,NA,7,8,NA,NA
"310",NA,NA,3,4,NA,NA,7,NA,NA,NA
"311",NA,NA,3,4,NA,NA,7,8,NA,NA
"312",NA,NA,3,4,NA,NA,NA,8,NA,NA
"313",NA,NA,3,4,NA,NA,NA,NA,NA,NA
"314",NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"315",NA,NA,3,4,NA,NA,7,8,NA,NA
"316",NA,NA,3,NA,NA,NA,NA,8,NA,NA
"317",NA,NA,NA,4,5,6,7,8,9,10
"318",NA,NA,NA,4,5,6,7,8,9,10
"319",NA,NA,NA,4,5,6,7,8,9,10
"320",NA,NA,NA,4,5,6,7,8,9,10
"321",NA,NA,NA,4,5,6,7,8,9,10
"322",NA,NA,NA,4,5,6,7,8,9,10
"323",NA,NA,NA,4,5,6,7,8,9,10
"324",NA,NA,NA,4,5,6,7,8,9,10
"325",NA,NA,NA,4,5,6,7,8,9,10
"326",NA,NA,NA,4,5,6,7,8,9,10
"327",NA,NA,NA,4,5,6,7,8,9,10
"328",NA,NA,NA,4,5,6,7,8,9,10
"329",NA,NA,NA,4,5,6,7,8,9,10
"330",NA,NA,NA,4,5,6,7,8,9,10
"331",NA,NA,NA,4,5,6,7,8,9,10
"332",NA,NA,NA,4,5,6,7,8,9,10
"333",NA,NA,NA,4,5,6,7,8,9,10
"334",NA,NA,NA,4,5,6,7,8,9,10
"335",NA,NA,NA,4,5,6,7,8,9,10
"336",NA,NA,NA,4,5,6,7,8,9,10
"337",1,2,3,4,NA,NA,NA,NA,NA,NA
"338",1,2,NA,4,NA,NA,NA,NA,NA,NA
"339",1,2,3,4,NA,NA,NA,NA,NA,NA
"340",1,2,3,4,NA,NA,NA,NA,NA,NA
"341",1,2,3,4,NA,NA,NA,NA,NA,NA
"342",1,NA,NA,4,NA,NA,NA,NA,NA,NA
"343",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",1,2,3,4,NA,NA,NA,NA,NA,NA
"346",1,2,3,NA,NA,NA,NA,NA,NA,NA
"347",1,NA,3,NA,NA,NA,NA,NA,NA,NA
"348",1,2,3,4,NA,NA,NA,NA,NA,NA
"349",1,2,3,NA,NA,NA,NA,NA,NA,NA
"350",1,NA,3,4,NA,NA,NA,NA,NA,NA
"351",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",1,2,3,4,NA,NA,NA,NA,NA,NA
"353",1,2,3,4,NA,NA,NA,NA,NA,NA
"354",1,2,3,4,NA,NA,NA,NA,NA,NA
"355",1,2,3,4,NA,NA,NA,NA,NA,NA
"356",1,2,3,4,NA,NA,NA,NA,NA,NA
"357",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"358",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"359",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"360",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"361",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"363",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"364",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"365",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"366",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"367",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"368",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"369",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"370",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"371",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"372",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"374",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"375",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"376",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"377",NA,2,NA,4,NA,NA,NA,NA,NA,NA
"378",1,NA,3,4,NA,NA,NA,NA,NA,NA
"379",1,NA,3,4,NA,NA,NA,NA,NA,NA
"380",1,NA,3,4,NA,NA,NA,NA,NA,NA
"381",1,NA,3,4,NA,NA,NA,NA,NA,NA
"382",1,NA,3,4,NA,NA,NA,NA,NA,NA
"383",1,NA,3,4,NA,NA,NA,NA,NA,NA
"384",1,NA,3,4,NA,NA,NA,NA,NA,NA
"385",1,NA,3,4,NA,NA,NA,NA,NA,NA
"386",1,NA,3,4,NA,NA,NA,NA,NA,NA
"387",1,NA,3,4,NA,NA,NA,NA,NA,NA
"388",1,2,3,4,NA,NA,NA,NA,NA,NA
"389",1,2,3,4,NA,NA,NA,NA,NA,NA
"390",1,2,3,4,NA,NA,NA,NA,NA,NA
"391",1,2,3,4,NA,NA,NA,NA,NA,NA
"392",1,2,3,4,NA,NA,NA,NA,NA,NA
"393",1,2,3,4,NA,NA,NA,NA,NA,NA
"394",1,2,3,4,NA,NA,NA,NA,NA,NA
"395",1,2,3,4,NA,NA,NA,NA,NA,NA
"396",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",1,2,3,NA,NA,NA,NA,NA,NA,NA
"417",1,2,3,NA,NA,NA,NA,NA,NA,NA
"418",1,2,NA,NA,NA,NA,NA,NA,NA,NA
"419",1,2,3,NA,NA,NA,NA,NA,NA,NA
"420",1,2,NA,NA,NA,NA,NA,NA,NA,NA
"421",1,2,3,NA,NA,NA,NA,NA,NA,NA
"422",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",1,2,3,NA,NA,NA,NA,NA,NA,NA
"424",1,2,NA,NA,NA,NA,NA,NA,NA,NA
"425",1,2,NA,NA,NA,NA,NA,NA,NA,NA
"426",1,2,3,NA,NA,NA,NA,NA,NA,NA
"427",1,2,3,NA,NA,NA,NA,NA,NA,NA
"428",1,2,3,NA,NA,NA,NA,NA,NA,NA
"429",1,2,3,NA,NA,NA,NA,NA,NA,NA
"430",1,2,3,NA,NA,NA,NA,NA,NA,NA
"431",1,2,3,NA,NA,NA,NA,NA,NA,NA
"432",1,2,3,NA,NA,NA,NA,NA,NA,NA
"433",1,2,3,NA,NA,NA,NA,NA,NA,NA
"434",1,2,3,NA,NA,NA,NA,NA,NA,NA
"435",1,2,3,NA,NA,NA,NA,NA,NA,NA
"436",1,2,3,4,NA,NA,7,NA,NA,NA
"437",1,2,NA,4,NA,NA,7,NA,NA,NA
"438",1,2,3,4,NA,NA,7,NA,NA,NA
"439",1,2,3,4,NA,NA,7,NA,NA,NA
"440",1,2,3,4,NA,NA,7,NA,NA,NA
"441",1,NA,3,NA,NA,NA,NA,NA,NA,NA
"442",1,NA,3,NA,NA,NA,NA,NA,NA,NA
"443",1,NA,3,NA,NA,NA,NA,NA,NA,NA
"444",1,2,3,4,NA,NA,7,NA,NA,NA
"445",1,2,3,4,NA,NA,7,NA,NA,NA
"446",1,2,3,4,NA,NA,7,NA,NA,NA
"447",1,2,3,4,NA,NA,7,NA,NA,NA
"448",1,2,3,4,NA,NA,7,NA,NA,NA
"449",1,2,3,4,NA,NA,7,NA,NA,NA
"450",1,2,3,4,NA,NA,7,NA,NA,NA
"451",1,2,3,4,NA,NA,7,NA,NA,NA
"452",1,2,3,4,NA,NA,7,NA,NA,NA
"453",1,2,3,4,NA,NA,7,NA,NA,NA
"454",1,2,3,4,NA,NA,7,NA,NA,NA
"455",1,2,3,NA,NA,NA,NA,NA,NA,NA
"456",1,2,3,NA,NA,NA,NA,NA,NA,NA
"457",1,2,3,NA,NA,NA,NA,NA,NA,NA
"458",1,2,3,NA,NA,NA,NA,NA,NA,NA
"459",1,2,3,NA,NA,NA,NA,NA,NA,NA
"460",1,2,3,NA,NA,NA,NA,NA,NA,NA
"461",1,2,3,NA,NA,NA,NA,NA,NA,NA
"462",1,2,3,NA,NA,NA,NA,NA,NA,NA
"463",1,2,3,NA,NA,NA,NA,NA,NA,NA
"464",1,2,3,NA,NA,NA,NA,NA,NA,NA
"465",1,2,3,NA,NA,NA,NA,NA,NA,NA
"466",1,2,3,NA,NA,NA,NA,NA,NA,NA
"467",1,2,3,NA,NA,NA,NA,NA,NA,NA
"468",1,2,3,NA,NA,NA,NA,NA,NA,NA
"469",1,2,3,NA,NA,NA,NA,NA,NA,NA
"470",1,2,3,NA,NA,NA,NA,NA,NA,NA
"471",1,2,3,NA,NA,NA,NA,NA,NA,NA
"472",1,2,3,NA,NA,NA,NA,NA,NA,NA
"473",1,2,3,NA,NA,NA,NA,NA,NA,NA
"474",NA,2,3,4,NA,NA,NA,NA,9,10
"475",NA,2,3,4,NA,NA,NA,NA,9,10
"476",NA,2,3,4,NA,NA,NA,NA,9,10
